Subject,Chapter,Level,Category,Question,Options,Answer,Explanation
Accounting 1st,Chapter 09,Mymensingh 2022,Board,"Salary paid for $10$ months Tk. $1,20,000$. Amount of Accrued Salary?","a) $10,000$

b) $12,000$

c) $20,000$

d) $24,000$",d,"Per month = $1.2L/10 = 12k$. Due ($2$ months) = $24,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2022,Board,Assets that can be converted to cash very quickly are called—,"a) Liquid Assets

b) Fictitious Assets

c) Tangible Assets

d) Intangible Assets",a,Liquid assets (তরল সম্পদ) like cash or marketable securities are characterized by quick convertibility.
Accounting 1st,Chapter 09,Sylhet 2022,Board,"Sales $2L$, Cl. Stock $30k$, COGS $1.4L$, Op. Exp is $50\%$ of COGS. Gross Profit?","a) $30,000$

b) $60,000$

c) $90,000$

d) $1,00,000$",b,"GP = Sales - COGS = $2,00,000 - 1,40,000 = 60,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2022,Board,"From Q197: Result of Income Statement (NP is Loss of $10k$)?

i) Cap ↓ $10k$

ii) Drawing ↑ $10k$

iii) Internal Liab ↓ $10k$","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,NP = $60k$ (GP) - $70k$ (Op Exp) = $(10k)$ loss. Loss reduces Capital (i) and thus Internal Liability (iii).
Accounting 1st,Chapter 09,Sylhet 2022,Board,"Op. Stock $40k$, Cl. Stock $60k$, COGS $2,00,000$. Amount of Purchase?","a) $1,80,000$

b) $2,20,000$

c) $2,40,000$

d) $2,60,000$",b,"Purchase = COGS + Cl. Stock - Op. Stock = $2,00,000 + 60,000 - 40,000 = 2,20,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2021,Board,Unearned Service Revenue is a/an—,"a) Asset

b) Liability

c) Income

d) Expense",b,"It represents an obligation to perform service in the future, making it a liability."
Accounting 1st,Chapter 09,Jessore 2021,Board,Which of the following is a Non-operating Income?,"a) Sales

b) Discount Rec.

c) Commission Rec.

d) Int. on Investment",d,Interest on investment is a financial income not related to core business operations.
Accounting 1st,Chapter 09,Jessore 2021,Board,Cost of Goods Sold + Gross Profit = ?,"a) Purchase

b) Sales

c) Op. Exp

d) Op. Inc",b,This is the fundamental equation for the trading part of the Income Statement.
Accounting 1st,Chapter 09,Jessore 2021,Board,In which section of the Balance Sheet is 'Creditors' (Account Payable) shown?,"a) Current Asset

b) Current Liability

c) Fixed Asset

d) Long-term Liab",b,Creditors are short-term obligations usually payable within a year.
Accounting 1st,Chapter 09,Jessore 2021,Board,Which of the following is an Indirect Expense?,"a) Audit Fee

b) Dock Charge

c) Import Duty

d) Carriage Inward",a,"Audit fees are administrative expenses, while others are direct costs of purchasing/production."
Accounting 1st,Chapter 09,Jessore 2021,Board,"Op. Stock $10k$, Purchase $1L$, Pur. Return $7.5k$, Pur. Discount $2.5k$, Wages $3k$, Excise Duty $12k$, Cl. Stock $25k$. COGS?","a) $75,000$

b) $87,000$

c) $90,000$

d) $1,25,000$",c,"Net Pur = $90k$. COGS = $10k$ (Op) + $90k$ (Net Pur) + $3k$ (Wages) + $12k$ (Duty) - $25k$ (Cl) = $90,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2021,Board,From Q205: Profit is $20\%$ on Sales. What is the Gross Profit?,"a) $15,000$

b) $18,750$

c) $18,000$

d) $22,500$",d,"$20\%$ on Sales = $25\%$ on Cost. GP = $90,000 \times 25\% = 22,500$ Tk."
Accounting 1st,Chapter 09,Jessore 2021,Board,"To determine Net Purchase, which items are deducted from Purchase?

i. Discount

ii. Carriage Inward

iii. Purchase Return","a) i & ii

b) ii & iii

c) i & iii

d) i, ii & iii",c,"Purchase returns and discounts are deducted. Carriage inward is an additional cost, not a deduction."
Accounting 1st,Chapter 09,Jessore 2021,Board,"Prepaid Salary in TB is $15k$. At year-end, $5k$ is still prepaid. Salary expense in Income Statement?","a) $5,000$

b) $10,000$

c) $15,000$

d) $20,000$",b,"Expense = Total ($15k$) - Remaining Prepaid ($5k$) = $10,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2021,Board,"GP $50k$, Admin Exp $15k$, Selling Exp $5k$, Interest Income $2k$. Net Profit?","a) $30,000$

b) $32,000$

c) $35,000$

d) $37,000$",b,"NP = $50k$ (GP) - $20k$ (Op Exp) + $2k$ (Non-Op Inc) = $32,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2021,Board,"From Q209: Impact of charging $2k$ Bad Debt Provision?

i. NP will be $30k$

ii. Current Assets ↓ $2k$

iii. Total Assets ↓ $2k$","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"NP becomes $32k - 2k = 30k$. AR (Asset) decreases, so total asset also decreases."
Accounting 1st,Chapter 09,Dhaka 2021,Board,Insurance $30k$ paid on 01-07-2020 for 4 years. Insurance expense for 2020?,"a) $3,750$

b) $7,500$

c) $10,000$

d) $30,000$",a,"Annual = $30k/4 = 7,500$. For 6 months (July-Dec) = $3,750$ Tk."
Accounting 1st,Chapter 09,Dhaka 2021,Board,"From Q211: If the full $30k$ is shown as expense, impact?

i. NP ↓ $22,500$

ii. Total Assets ↓ $26,250$

iii. Equity ↓ $26,250$","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,"Extra exp = $30k - 3.75k = 26,250$. This reduces both NP (Equity) and the Prepaid Asset by $26,250$ Tk."
Accounting 1st,Chapter 09,Dhaka 2021,Board,"Objective of preparing Balance Sheet—

i. Know Income/Exp

ii. Know Assets

iii. Know Liabilities","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,Balance sheet shows financial position (Assets & Liab). Income/Exp is the domain of the Income Statement.
Accounting 1st,Chapter 09,Dhaka 2021,Board,"Op. Stock $1L$, Purchase $1.5L$, Wages $2k$, Cl. Stock $97k$. COGS?","a) $1,58,000$

b) $1,55,000$

c) $1,53,000$

d) $1,45,000$",b,"COGS = $1,00,000 + 1,50,000 + 2,000 - 97,000 = 1,55,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2021,Board,"From Q214: If $2k$ salary was accrued—

i. GP will decrease

ii. NP will decrease

iii. Total salary will be $5k$","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,"Salary is an indirect expense, so it affects NP, not GP. Total salary = $3k$ (paid) + $2k$ (due) = $5k$."
Accounting 1st,Chapter 09,Dhaka 2021,Board,Which of the following is a Fictitious/Imaginary Asset?,"a) Copyright

b) Goodwill

c) Leasehold

d) Disc. on Share",d,Discount on shares has no real value and is a fictitious asset. Others are intangible/fixed assets.
Accounting 1st,Chapter 09,Dhaka 2021,Board,What type of asset is 'Goodwill'?,"a) Investment

b) Current Asset

c) Fictitious Asset

d) Intangible Asset",d,Goodwill is an asset that lacks physical substance but has long-term value.
Accounting 1st,Chapter 09,Rajshahi 2021,Board,Which of the following is a Fictitious Asset?,"a) Patent

b) Goodwill

c) Trademark

d) Disc. on Share",d,"Share discount (শেয়ার বাট্টা) is a classic example of an ""Alik"" or fictitious asset."
Accounting 1st,Chapter 09,Rajshahi 2021,Board,Net Sales $3L$. Profit is $20\%$ on COGS. What is the COGS?,"a) $2,40,000$

b) $2,50,000$

c) $3,00,000$

d) $3,60,000$",b,"If COGS is $100\%$, Sales is $120\%$. $3,00,000 / 1.2 = 2,50,000$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2021,Board,From Q219: Indirect exp is $30\%$ of GP. What is the Net Profit?,"a) $60,000$

b) $50,000$

c) $35,000$

d) $15,000$",c,"GP = $3L - 2.5L = 50k$. Indirect Exp = $50k \times 30\% = 15k$. NP = $50k - 15k = 35,000$ Tk."
Accounting 1st,Chapter 09,Cumilla 2021,Board,Which of the following is a Current Liability?,"a) 8% Bond

b) Accrued Commission

c) Gen. Reserve

d) Unpaid Salary",d,Unpaid/Accrued salary (অপ্রদত্ত বেতন) is a short-term obligation.
Accounting 1st,Chapter 09,Cumilla 2021,Board,"Purchase including VAT $2,87,000$ and Purchase Return $7,000$. Amount of Purchase VAT?","a) $35,000$

b) $36,522$

c) $42,000$

d) $43,050$",b,"VAT-able amount = $2,87,000 - 7,000 = 2,80,000$. VAT = $2,80,000 \times 15/115 = 36,522$ Tk."
Accounting 1st,Chapter 09,Cumilla 2021,Board,"Required to prepare Balance Sheet—

i. Assets

ii. Liabilities

iii. Capital","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,The accounting equation $A = L + E$ is the basis of the Balance Sheet.
Accounting 1st,Chapter 09,Cumilla 2021,Board,"Read the stimulus and answer the question:
Business | Sales | Cost of Goods Sold | Operating Expenses | Gross Profit/Loss | Net Profit/Loss
'P' Traders | 80,700 | 50,500 | 10,000 | ? | ?
'Q' Traders | 55,000 | ? | 18,500 | 15,500 | ?
Q. What is the amount of Gross Profit and Net Profit for 'P' Traders?","a) $30,200$ & $20,300$

b) $30,200$ & $20,200$

c) $40,500$ & $20,200$

d) $70,700$ & $30,200$",b,"GP = $80,700 - 50,500 = 30,200$. NP = $30,200 - 10,000 = 20,200$ Tk."
Accounting 1st,Chapter 09,Cumilla 2021,Board,"Read the stimulus and answer the question:
Business | Sales | Cost of Goods Sold | Operating Expenses | Gross Profit/Loss | Net Profit/Loss
'P' Traders | 80,700 | 50,500 | 10,000 | ? | ?
'Q' Traders | 55,000 | ? | 18,500 | 15,500 | ?
Q. What is the amount of Cost of Goods Sold and Net Profit/Loss for 'Q' Traders?","a) $39,500$ & Loss $3,000$

b) $39,500$ & Profit $3,000$

c) $36,500$ & Profit $15,000$

d) $36,500$ & Loss $15,000$",a,"COGS = $55,000 - 15,500 = 39,500$. NP = $15,500 - 18,500 = (3,000)$ Loss."
Accounting 1st,Chapter 09,Chattogram 2021,Board,Which statement is used to close direct expense accounts?,"a) Income Statement

b) OE Statement

c) Balance Sheet

d) Cash Flow",a,Direct and indirect expenses are closed through the Income Statement (Trading/PL account).
Accounting 1st,Chapter 09,Chattogram 2021,Board,If the value of Closing Stock is overstated—,"a) Exp ↓, Asset ↑

b) Exp ↑, Asset ↓

c) Inc & Asset ↓

d) Inc & Asset ↑",d,High Cl. Stock reduces COGS (Inc ↑) and increases Current Assets (Asset ↑).
Accounting 1st,Chapter 09,Chattogram 2021,Board,"Op. Stock $30k$, Purchase $1.5L$, Sales $2L$, Profit $30\%$ on Sales. Closing Stock?","a) $10,000$

b) $20,000$

c) $40,000$

d) $50,000$",c,"COGS = $2L - 60k = 1.4L$. Cl. Stock = $30k + 1.5L - 1.4L = 40,000$ Tk."
Accounting 1st,Chapter 09,Chattogram 2021,Board,At what value is Accounts Receivable shown in the Balance Sheet?,"a) Gross Value

b) Net Realizable Value

c) Written Value

d) Sales Value",b,It is shown at Net Realizable Value (after deducting bad debt provisions).
Accounting 1st,Chapter 09,Chattogram 2021,Board,TB: Prepaid Insurance $6k$. Policy taken on 01-01-2019 for 4 years. Insurance expense for 2020?,"a) $1,500$

b) $2,000$

c) $3,000$

d) $6,000$",b,"Original cost = $8k$. (Since $3$ years remaining at $2020$ start = $6k$). Annual exp = $2,000$ Tk."
Accounting 1st,Chapter 09,Chattogram 2021,Board,"From Q230: If full $6k$ is shown as expense, impact on Assets?","a) $2,000$ Asset ↓

b) $4,000$ Asset ↓

c) $4,500$ Asset ↓

d) $6,000$ Asset ↓",b,"Actual prepaid should be $4k$ ($6k - 2k$ exp). If $6k$ is expensed, asset decreases by $4,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2021,Board,On which accounting concept is the Balance Sheet based?,"a) Money Measure

b) Business Entity

c) Going Concern

d) Accounting Period",c,"Going concern (চলমান প্রতিষ্ঠান ধারণা) assumes the business will continue indefinitely, justifying Assets/Liabilities."
Accounting 1st,Chapter 09,Sylhet 2021,Board,"COGS $5.4L$, Cl. Stock $35k$, Op. Stock $25k$. Current year Purchase?","a) $6,00,000$

b) $5,50,000$

c) $5,30,000$

d) $4,80,000$",b,"Purchase = COGS + Cl. Stock - Op. Stock = $5,40,000 + 35,000 - 25,000 = 5,50,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2021,Board,Contingent Liability is placed in the Balance Sheet—,"a) Asset Side

b) Asset Footnote

c) Liability Side

d) Liability Footnote",d,Potential liabilities are not recognized in the table but mentioned in footnotes (দায় পার্শ্বে ফুটনোটে).
Accounting 1st,Chapter 09,Sylhet 2021,Board,Cl. Stock $65k$ incl. fire loss $7k$ ($80\%$ insured) and stationery $4k$. Actual Cl. Stock?,"a) $54,000$

b) $55,400$

c) $68,000$

d) $76,000$",a,"Cl. Stock = $65,000 - 7,000 - 4,000 = 54,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2021,Board,From Q235: Impact on Income Statement? (Net Loss from Fire $20\%$),"a) Inc ↓ $1,400$

b) Inc ↑ $2,600$

c) Exp ↓ $2,600$

d) Exp ↑ $1,400$",d,"Fire loss ($20\%$) = $1,400$. It is an expense that increases (ব্যয় বাড়বে ১,৪০০ টাকা)."
Accounting 1st,Chapter 09,Sylhet 2021,Board,The reason for the decrease in business capital is—,"a) Sales ↑

b) NP ↑

c) Op. Exp ↑

d) GP ↑",c,"Increase in expenses reduces net profit, which in turn reduces owner's equity/capital."
Accounting 1st,Chapter 09,Sylhet 2021,Board,"Op. Provision $3.5k$. AR $1.75L$, New Bad Debt $15k$. Charge $12\%$ New Provision. Total Exp?","a) $15,000$

b) $20,580$

c) $30,700$

d) $39,420$",c,"New Prov = $(1.75L - 15k) \times 12\% = 19.2k$. Exp = $15k + 19.2k - 3.5k = 30,700$ Tk."
Accounting 1st,Chapter 09,Sylhet 2021,Board,"From Q238: Impact of Bad Debt adjustment?

i. NP ↓

ii. AR ↓

iii. Equity ↓","a) i & ii

b) ii & iii

c) i & iii

d) i, ii & iii",d,"It reduces profit (i), book value of receivables (ii), and owner's capital (iii)."
Accounting 1st,Chapter 09,Barishal 2021,Board,"Pur $50k$, Ship $6k$, Import $10k$, Sales $1L$, Return $3k$, Cl. Stock $15k$. Net Purchase?","a) $47,000$

b) $56,000$

c) $60,000$

d) $63,000$",a,"Net Purchase = Purchase ($50k$) - Return ($3k$) = $47,000$ Tk."
Accounting 1st,Chapter 09,Barishal 2021,Board,"Pur $50k$, Ship $6k$, Import $10k$, Sales $1L$, Return $3k$, Cl. Stock $15k$. Gross Profit?","a) $50,000$

b) $52,000$

c) $67,000$

d) $70,000$",b,"Net Pur = $47k$. COGS = $47k + 6k + 10k - 15k = 48,000$. GP = $1,00,000 - 48,000 = 52,000$ Tk."
Accounting 1st,Chapter 09,Barishal 2021,Board,What is 'Interest on Capital' for a business?,"a) Income

b) Liability

c) Expense

d) Asset",c,It is a financial expense paid by the business to the owner for using their capital.
Accounting 1st,Chapter 09,Barishal 2021,Board,"COGS $40,000$. Profit is $25\%$ on Cost. Sales price?","a) $30,000$

b) $40,000$

c) $43,333$

d) $50,000$",d,"Sales = Cost + Profit = $40,000 + (40,000 \times 25\%) = 50,000$ Tk."
Accounting 1st,Chapter 09,Barishal 2021,Board,Which of the following is a Current Liability?,"a) Unearned Inc

b) Mortgage Loan

c) Capital

d) Prepaid Exp",a,"Unearned income (অগ্রিম আয়) represents an obligation to serve, making it a current liability."
Accounting 1st,Chapter 09,Barishal 2021,Board,"TB Wages $18k$, Accrued $4k$. Incl. installation wages $2k$. Actual wage expense?","a) $18,000$

b) $20,000$

c) $22,000$

d) $24,000$",b,"Expense = $18k$ (TB) + $4k$ (Accrued) - $2k$ (Installation) = $20,000$ Tk."
Accounting 1st,Chapter 09,Barishal 2021,Board,"Examples of Current Assets—

i. AR

ii. Notes Receivable

iii. Accrued Income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,All three are expected to be converted to cash or utilized within a year.
Accounting 1st,Chapter 09,Barishal 2021,Board,"Result of free goods distribution—

i. Purchase ↑

ii. Purchase ↓

iii. Ad exp ↑","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,It reduces purchases (at cost) and increases advertising expenses.
Accounting 1st,Chapter 09,Barishal 2021,Board,"TB Ad $90k$, Free goods $10k$. Write off over 4 years. Deferred Ad amount?","a) $1,00,000$

b) $90,000$

c) $75,000$

d) $25,000$",c,"Total Ad = $100k$. Write off ($1/4$) = $25k$. Deferred ($3/4$) = $75,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2021,Board,"Op. Stock $50k$, Net Pur $1.5L$, Cl. Stock $30k$. COGS?","a) $1,00,000$

b) $1,20,000$

c) $1,70,000$

d) $2,00,000$",c,"COGS = $50,000 + 1,50,000 - 30,000 = 1,70,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2021,Board,"From Q249: If Cl. Stock market value is $20k$, impact on GP?","a) $10k$ ↑

b) $10k$ ↓

c) $20k$ ↑

d) $20k$ ↓",b,"Conservative principle: value at lower ($20k$). COGS increases by $10k$, so GP decreases by $10,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2021,Board,"COGS $2.5L$, Op. Exp $1L$, Apprentice Prem $30k$, Int. on Cap $20k$. If GP is $1.5L$, Sales?","a) $2,50,000$

b) $3,00,000$

c) $4,00,000$

d) $5,00,000$",c,"Sales = COGS + GP = $2,50,000 + 1,50,000 = 4,00,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2021,Board,"From Q251: If GP is $2L$, what is the Net Profit?","a) $50,000$

b) $1,00,000$

c) $1,10,000$

d) $1,50,000$",c,"NP = $2L$ (GP) - $1L$ (Op Exp) + $30k$ (Non-Op Inc) - $20k$ (Non-Op Exp) = $1,10,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2021,Board,"Non-operating expenses are—

i. Insurance

ii. Int. on Loan

iii. Bank Charge","a) i

b) ii & iii

c) iii

d) i, ii & iii",b,Insurance is an operating expense. Loan interest and bank charges are financial (non-operating) expenses.
Accounting 1st,Chapter 09,Dinajpur 2021,Board,"Paid Rent ($2/3$ portion) $8,00,000$. Amount of Accrued Rent?","a) $2,667$

b) $4,000$

c) $5,333$

d) $8,000$",b,"$2/3 = 8k$. Total = $12k$. Accrued ($1/3$) = $4,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2021,Board,Which of the following is an Intangible Asset?,"a) Land

b) Trademark

c) AR

d) Prepaid Ins",b,Trademarks have value but no physical substance.
Accounting 1st,Chapter 09,Mymensingh 2021,Board,Which of the following is included in COGS?,"a) Salary

b) Ship Rent

c) Carriage Out

d) Stationery",b,Ship rent (জাহাজ ভাড়া) is a direct cost related to purchase/import.
Accounting 1st,Chapter 09,Mymensingh 2021,Board,What kind of liability is 'Accounts Payable'?,"a) Current Liab

b) Long-term Liab

c) Internal Liab

d) Contingent Liab",a,It is a short-term obligation to suppliers.
Accounting 1st,Chapter 09,Mymensingh 2021,Board,"GP is $7.5\%$ of Sales. If GP is $15,000$, what is the Sales price?","a) $1,12,500$

b) $1,85,000$

c) $2,00,000$

d) $2,15,000$",c,"Sales = $15,000 / 0.075 = 2,00,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2021,Board,Which of the following is a Fictitious Asset?,"a) Goodwill

b) Share Discount

c) Machinery

d) Patent",b,Share discount (শেয়ার অবহার) is a fictitious asset with no realizable value.
Accounting 1st,Chapter 09,Jessore 2019,Board,"From the Balance Sheet, we learn about—

i. Fixed & Current Assets

ii. Short & Long-term Liab

iii. Owner's Capital","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,The Balance Sheet presents the full financial position of the business at a specific date.
Accounting 1st,Chapter 09,Jessore 2019,Board,"Net Sales $12L$, COGS $7.5L$, Operating Exp (20% of Sales) + $10k$, Non-operating Income $20k$. Net Profit?","a) $2,20,000$

b) $2,30,000$

c) $2,40,000$

d) $4,50,000$",a,"GP = $4.5L$. Op Exp = $2.4L + 10k = 2.5L$. NP = $4.5L - 2.5L + 20k$ (Non-Op Inc) = $2,20,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2019,Board,"From Q261: If Sales increase by 10% and COGS by 20%, what will be the Gross Profit?","a) $1,80,000$

b) $2,00,000$

c) $4,20,000$

d) $4,50,000$",c,"New Sales = $13.2L$. New COGS = $7.5L \times 1.2 = 9L$. GP = $13.2L - 9L = 4,20,000$ Tk."
