Subject,Chapter,Level,Category,Question,Options,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 10,Barishal Board 2016,Board,"Read the following stimulus and answer the question:
The accounting information of Mr. Nafis's business is as follows:
Particulars | January 1, 2015 (TK) | December 31, 2015 (TK)
Furniture | 1,00,000 | -
10% Investment | 20,000 | -
Inventory | 10,000 | 8,000
Cash Fund | 20,000 | 40,000
Accounts Payable | 30,000 | 20,000
Q. What is the Net Profit or Net Loss of Mr. Nafis?","a) Profit 18,000

b) Loss 72,000

c) Profit 28,000

d) Loss 92,000",c,"Closing. Capital = (3,00,000 + 20,000 + 8,000 + 40,000) - 20,000 = 1,48,000. Net Profit = 1,48,000 - 1,20,000 = 28,000.","<table border=""1"" style=""border-collapse: collapse; width: 100%;""><tr style=""background-color: #f2f2f2;""><th style=""text-align: left; padding: 5px;"">Particulars</th><th style=""text-align: left; padding: 5px;"">January 1, 2015 (TK)</th><th style=""text-align: left; padding: 5px;"">December 31, 2015 (TK)</th></tr><tr><td style=""text-align: left; padding: 5px;"">Furniture</td><td style=""text-align: right; padding: 5px;"">1,00,000</td><td style=""text-align: left; padding: 5px;"">-</td></tr><tr><td style=""text-align: left; padding: 5px;"">10% Investment</td><td style=""text-align: right; padding: 5px;"">20,000</td><td style=""text-align: left; padding: 5px;"">-</td></tr><tr><td style=""text-align: left; padding: 5px;"">Inventory</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: right; padding: 5px;"">8,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Cash Fund</td><td style=""text-align: right; padding: 5px;"">20,000</td><td style=""text-align: right; padding: 5px;"">40,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Accounts Payable</td><td style=""text-align: right; padding: 5px;"">30,000</td><td style=""text-align: right; padding: 5px;"">20,000</td></tr></table>"
Accounting 1st,Chapter 10,Dinajpur Board 2016,Board,How is profit/loss determined in Single Entry?,"a) Deducting expenses from revenue

b) Deducting net expenses from net income

c) Deducting Opening. Capital from Closing. Capital

d) Deducting total liability from total asset",c,Profit/Loss = (Closing Capital + Drawings) - (Opening Capital + Additional Capital).,
Accounting 1st,Chapter 10,Rajshahi Board 2015,Board,"Read the following stimulus and answer the question:
Mr. Shakib Al Hasan started a business on January 1, 2014, with 50,000 Taka. On December 31, 2014, the amount of his assets and liabilities were as follows:
Liabilities | TK | Assets | TK
Bank Overdraft | 10,000 | Cash Balance | 20,000
Accounts Payable | 15,000 | Accounts Receivable | 25,000
Outstanding Expenses | 5,000 | Inventory | 15,000
15% Loan (January 1, 2014) | 10,000 | 10% Investment (June 30, 2014) | 30,000
Q. What is the amount of Closing Capital for Mr. Shakib Al Hasan?","a) 40,000

b) 50,000

c) 60,000

d) 1,00,000",b,"Closing. Capital = (20+25+15+30) - (10+15+5+10) = 90,000 - 40,000 = 50,000.","<table border=""1"" style=""border-collapse: collapse; width: 100%;""><tr style=""background-color: #f2f2f2;""><th style=""text-align: left; padding: 5px;"">Liabilities</th><th style=""text-align: left; padding: 5px;"">TK</th><th style=""text-align: left; padding: 5px;"">Assets</th><th style=""text-align: left; padding: 5px;"">TK</th></tr><tr><td style=""text-align: left; padding: 5px;"">Bank Overdraft</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: left; padding: 5px;"">Cash Balance</td><td style=""text-align: right; padding: 5px;"">20,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Accounts Payable</td><td style=""text-align: right; padding: 5px;"">15,000</td><td style=""text-align: left; padding: 5px;"">Accounts Receivable</td><td style=""text-align: right; padding: 5px;"">25,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Outstanding Expenses</td><td style=""text-align: right; padding: 5px;"">5,000</td><td style=""text-align: left; padding: 5px;"">Inventory</td><td style=""text-align: right; padding: 5px;"">15,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">15% Loan (January 1, 2014)</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: left; padding: 5px;"">10% Investment (June 30, 2014)</td><td style=""text-align: right; padding: 5px;"">30,000</td></tr></table>"
Accounting 1st,Chapter 10,Rajshahi Board 2015,Board,"Read the following stimulus and answer the question:
Mr. Shakib Al Hasan started a business on January 1, 2014, with 50,000 Taka. On December 31, 2014, the amount of his assets and liabilities were as follows:
Liabilities | TK | Assets | TK
Bank Overdraft | 10,000 | Cash Balance | 20,000
Accounts Payable | 15,000 | Accounts Receivable | 25,000
Outstanding Expenses | 5,000 | Inventory | 15,000
15% Loan (January 1, 2014) | 10,000 | 10% Investment (June 30, 2014) | 30,000
Q. What will be the total amount of Current Liabilities for Mr. Shakib Al Hasan on December 31, 2014?","a) 20,000

b) 25,000

c) 30,000

d) 40,000",c,"Current Liability = Bank Overdraft (10k) + Creditors (15k) + Accrued Expense (5k) = 30,000.","<table border=""1"" style=""border-collapse: collapse; width: 100%;""><tr style=""background-color: #f2f2f2;""><th style=""text-align: left; padding: 5px;"">Liabilities</th><th style=""text-align: left; padding: 5px;"">TK</th><th style=""text-align: left; padding: 5px;"">Assets</th><th style=""text-align: left; padding: 5px;"">TK</th></tr><tr><td style=""text-align: left; padding: 5px;"">Bank Overdraft</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: left; padding: 5px;"">Cash Balance</td><td style=""text-align: right; padding: 5px;"">20,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Accounts Payable</td><td style=""text-align: right; padding: 5px;"">15,000</td><td style=""text-align: left; padding: 5px;"">Accounts Receivable</td><td style=""text-align: right; padding: 5px;"">25,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Outstanding Expenses</td><td style=""text-align: right; padding: 5px;"">5,000</td><td style=""text-align: left; padding: 5px;"">Inventory</td><td style=""text-align: right; padding: 5px;"">15,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">15% Loan (January 1, 2014)</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: left; padding: 5px;"">10% Investment (June 30, 2014)</td><td style=""text-align: right; padding: 5px;"">30,000</td></tr></table>"
Accounting 1st,Chapter 10,Rajshahi Board 2015,Board,"Read the following stimulus and answer the question:
Mr. Shakib Al Hasan started a business on January 1, 2014, with 50,000 Taka. On December 31, 2014, the amount of his assets and liabilities were as follows:
Liabilities | TK | Assets | TK
Bank Overdraft | 10,000 | Cash Balance | 20,000
Accounts Payable | 15,000 | Accounts Receivable | 25,000
Outstanding Expenses | 5,000 | Inventory | 15,000
15% Loan (January 1, 2014) | 10,000 | 10% Investment (June 30, 2014) | 30,000
Q. If the Gross Profit is 11,500 Taka, then what will be the amount of Net Profit on December 31, 2014?","a) 10,000

b) 11,375

c) 11,625

d) 13,000",c,"Net Profit = 11,500 + 1,500 (Inv Interest) - 1,375 (Loan Interest) = 11,625.","<table border=""1"" style=""border-collapse: collapse; width: 100%;""><tr style=""background-color: #f2f2f2;""><th style=""text-align: left; padding: 5px;"">Liabilities</th><th style=""text-align: left; padding: 5px;"">TK</th><th style=""text-align: left; padding: 5px;"">Assets</th><th style=""text-align: left; padding: 5px;"">TK</th></tr><tr><td style=""text-align: left; padding: 5px;"">Bank Overdraft</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: left; padding: 5px;"">Cash Balance</td><td style=""text-align: right; padding: 5px;"">20,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Accounts Payable</td><td style=""text-align: right; padding: 5px;"">15,000</td><td style=""text-align: left; padding: 5px;"">Accounts Receivable</td><td style=""text-align: right; padding: 5px;"">25,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">Outstanding Expenses</td><td style=""text-align: right; padding: 5px;"">5,000</td><td style=""text-align: left; padding: 5px;"">Inventory</td><td style=""text-align: right; padding: 5px;"">15,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">15% Loan (January 1, 2014)</td><td style=""text-align: right; padding: 5px;"">10,000</td><td style=""text-align: left; padding: 5px;"">10% Investment (June 30, 2014)</td><td style=""text-align: right; padding: 5px;"">30,000</td></tr></table>"
Accounting 1st,Chapter 10,Cumilla/Dinajpur Board,Board,"If Tk. 1,000 is withdrawn monthly at the start of the month, what is the interest at 10%?","a) 550

b) 600

c) 650

d) 660",c,"Interest = (1,000 × 10%) × 6.5 = 650.",
Accounting 1st,Chapter 10,Chattogram Board 2015,Board,For how many months should interest be charged if drawings are made at the end of each month?,"a) 11

b) 6.5

c) 6

d) 5.5",d,Average period for end-of-month drawings is 5.5 months.,
Accounting 1st,Chapter 10,Sylhet Board 2015,Board,Tk. 400 withdrawn at each month-end. Interest rate 10%. What is the interest amount?,"a) 200

b) 220

c) 240

d) 480",b,Interest = (400 × 10%) × 5.5 = 220.,
Accounting 1st,Chapter 10,Sylhet Board 2015,Board,"1,00,000 loan at 12% on Jan 1, 2013. 1/4th repaid on March 31, 2014. What is the interest for 2014?","a) 6,750

b) 9,750

c) 12,000

d) 15,000",b,"Interest = (75k × 12%) + (25k × 12% × 3/12) = 9,000 + 750 = 9,750.",
Accounting 1st,Chapter 10,General,Board,How is Opening Capital calculated?,"a) Opening. Assets - Opening. Liabilities

b) Opening. Assets - Current Liabilities

c) Closing. Assets - Opening. Assets

d) Opening. Assets - Opening. Assets",a,Opening Capital is the difference between total opening assets and total opening liabilities.,
Accounting 1st,Chapter 10,Ideal School & College,College,"Mr. Rafi: Opening. Capital 2,00,000; Closing. Capital 3,00,000; Drawings 20,000; Add. Capital 50,000. What is the Net Profit?","a) 70,000

b) 1,00,000

c) 1,80,000

d) 2,20,000",a,"Net Profit = (3,00,000 + 20,000) - (2,00,000 + 50,000) = 70,000.",
Accounting 1st,Chapter 10,Ideal School & College,College,"(Ref to stem 59) If Mr. Rafi had withdrawn an additional 20,000, how would Net Profit change?","a) Increase by 40,000

b) Increase by 20,000

c) Decrease by 20,000

d) Decrease by 40,000",b,"Increasing drawings by 20,000 increases the profit result by the same amount.",
Accounting 1st,Chapter 10,Ideal School & College,College,"Mr. Shahin withdraws Tk. 2,000 on the 15th of every month. If the interest rate is 5% p.a., what is the total interest on drawings?","a) 300

b) 325

c) 335

d) 600",d,"Interest = (Monthly Drawing × Rate) × 6 = (2,000 × 5%) × 6 = 600. (Middle of month rule uses 6 months).",
Accounting 1st,Chapter 10,Viqarunnisa Noon College,College,"Tk. 1,000 is withdrawn on the 1st of every month. Interest rate is 10%. What is the interest on drawings?","a) 650

b) 620

c) 600

d) 550",a,"Interest = (1,000 × 10%) × 6.5 = 650. (Start of month rule uses 6.5 months).",
Accounting 1st,Chapter 10,Viqarunnisa Noon College,College,On what basis is profit or loss determined in the Single Entry System?,"a) Income-Expenditure

b) Liabilities

c) Assets

d) Capital",d,Profit is determined by comparing Opening Capital and Closing Capital.,
Accounting 1st,Chapter 10,Viqarunnisa Noon College,College,"Mr. Sakur's closing capital is Tk. 30,000, which is 20% less than his opening capital. What is the 5% interest on capital?","a) 1,250

b) 1,500

c) 1,875

d) 2,000",c,"Opening Capital = 30,000 / 0.80 = 37,500. Interest = 37,500 × 5% = 1,875.",
Accounting 1st,Chapter 10,Notre Dame College,College,"On Jan 1, a 10% loan of Tk. 50,000 was taken. On March 31, Tk. 10,000 was repaid (excluding interest). What is the accrued interest at year-end?","a) 2,000

b) 3,500

c) 4,250

d) 4,750",c,"Interest = (50,000 × 10% × 3/12) + (40,000 × 10% × 9/12) = 1,250 + 3,000 = 4,250.",
Accounting 1st,Chapter 10,Dhaka City College,College,What is the formula for calculating profit/loss in Single Entry?,"a) Opening Capital + Drawings - Closing Capital

b) Closing Capital + Drawings - Opening Capital

c) Closing Capital + Opening Capital - Drawings

d) Closing Capital - Opening Capital - Drawings",b,Net Profit = (Closing Capital + Drawings) - (Opening Capital + Additional Capital).,
Accounting 1st,Chapter 10,Abdul Kadir Mollah College,College,What is the formula for calculating profit or loss in the Single Entry System?,"a) Opening Capital + Drawings - Closing Capital

b) Closing Capital + Drawings - Opening Capital

c) Closing Capital + Opening Capital - Drawings

d) Closing Capital - Opening Capital - Drawings",b,"Net Profit = (Closing Capital + Drawings) - (Opening Capital + Additional Capital). Since ""Additional Capital"" isn't in the options, b is the most accurate formula.",
Accounting 1st,Chapter 10,Abdul Kadir Mollah College,College,"Mr. Sakib withdraws Tk. 1,000 at every month-end and Tk. 1,000 worth of goods annually. Total annual cash drawings?","a) 10,000

b) 11,000

c) 12,000

d) 13,000",c,"Cash Drawings = 1,000 × 12 = 12,000.",
Accounting 1st,Chapter 10,Abdul Kadir Mollah College,College,"(Ref to stem 68) If a Tk. 1,000 Almirah is bought for the business from withdrawn funds, total drawings for the year?","a) 12,000

b) 13,000

c) 14,000

d) 15,000",a,"Total = (12,000 cash + 1,000 goods) - 1,000 business expense = 12,000.",
Accounting 1st,Chapter 10,Govt. Azizul Haque College,College,How is profit/loss calculated in Single Entry?,"a) Deducting Expense from income

b) Deducting income from Expense

c) Adding income and Expense

d) Comparing Closing Capital and Opening Capital",d,It relies on the capital comparison method.,
Accounting 1st,Chapter 10,Jalalabad Cantonment,College,"Add. Capital = 2,000; Drawings = 2,000; Net Profit = 1,000; Closing Capital = 7,000. What is the Opening Capital?","a) 4,000

b) 6,000

c) 7,000

d) 8,000",b,"Opening Capital = (Closing Capital + Drawings) - (Add Capital + Profit) = (7,000 + 2,000) - (2,000 + 1,000) = 6,000.",
Accounting 1st,Chapter 10,Amrita Lal Dey College,College,"Mr. Ashraf (Jan 1) Opening Capital: 3,00,000. Year-end: Cash 1,00,000; Van 50,000; Debtors 70,000; Creditors 1,50,000; Stock 5,00,000; Investment 50,000. Closing Capital?","a) 3,20,000

b) 5,40,000

c) 6,20,000

d) 6,80,000",c,"Closing Capital = (1,00,000+50,000+70,000+5,00,000+50,000) - 1,50,000 = 6,20,000.",
Accounting 1st,Chapter 10,Amrita Lal Dey College,College,(Ref to stem 72) What is the Net Profit?,"a) 2,00,000

b) 2,40,000

c) 3,20,000

d) 3,80,000",c,"Net Profit = Closing Capital - Opening Capital = 6,20,000 - 3,00,000 = 3,20,000.",
